product_id,name,price,category,image_url,stock,exp_date
1459,Rivacase Balo Laptop 7562 15.6 Inches Màu Xám/Xanh Đậm,1090000,stationery,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/SlVORQ==/MDk4OTkyNjEgKDEp.jpg,79,
1460,Rivacase Balo Laptop 5421 Màu Xám,1090000,stationery,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/SlVORQ==/MDk4OTkzMTUgKDEp.jpg,98,
1461,Thiên Long Bút Sáp CR-C05/DO Hộp 16 Màu,36000,stationery,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/SlVMWQ==/MDEyMTg2MDIgKDEp.jpg,63,
1462,Thiên Long Bảng Bộ B011,49000,stationery,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/SlVMWQ==/MDExMzI3NjIgKDEp.jpg,78,
1463,Thiên Long Bút Sáp 24 Màu CR-C06/DO,43000,stationery,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/SlVMWQ==/MDEyMTg0NTkgKDEp.jpg,54,
1464,Thiên Long Vỉ 5 Bút Bi Bấm TL079 Màu Xanh,24500,stationery,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/SlVMWQ==/MDExMTIwMDkgKDEp.jpg,81,
1465,Thiên Long Bút Sáp CR-C04/DO Hộp 10 Màu,23000,stationery,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/SlVMWQ==/MDEyMTg1OTYgKDEp.jpg,97,
1466,Thiên Long Bút Xóa CP02,28500,stationery,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/SlVMWQ==/MDExMTIyMjEgKDEp.jpg,77,
1467,Thiên Long Vỉ 5 Bút Bi Bấm TL08 Màu Xanh,24500,stationery,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/SlVMWQ==/MDExMTE5NzIgKDEp.jpg,63,
1468,Thiên Long Bảng Bộ B09,59000,stationery,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/SlVMWQ==/MDExMzI3NTUgKDEp.jpg,79,
1469,Thiên Long Thước Thẳng 20cm SR-011/DO,6000,stationery,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/SlVMWQ==/MDIwMjA0NDAgKDEp.jpg,76,
1470,Thiên Long Bút Sáp Màu CR-C022 Hộp 12 Màu,23000,stationery,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/SlVMWQ==/MDM0MjE1NTAgKDEp.jpg,66,
1471,Thiên Long Bộ Tập Tô Màu Mickey CB-C019/MI,60000,stationery,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/SlVMWQ==/MDQ4NjY5NjEgKDEp.jpg,58,
1472,Thiên Long Bút Lông Màu Colokit FP-C03 Túi 20 Màu,48640,stationery,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/SlVMWQ==/MDU2ODQ0NzIgKDEp.jpg,99,
1473,Thiên Long Bút Sáp Vặn TCR-C04/DO,89000,stationery,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/SlVMWQ==/MDI4MDAwODAgKDEp.jpg,91,
1474,Thiên Long Vỉ 3 Bút Lông Kim Rửa Được FL-08/DO Mực Tím,26000,stationery,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/SlVMWQ==/MDI4MjkxMzUgKDEp.jpg,67,
1475,Thiên Long Min Chì PCL-05,3900,stationery,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/SlVMWQ==/MDU4MjUxNTggKDEp.jpg,73,
1476,Thiên Long Bút Nhựa Màu PCR-02/DO,23000,stationery,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/SlVMWQ==/MDI3OTk5ODggKDEp.jpg,66,
1477,Thiên Long Sáp Màu CR-C09 Hộp 24 Màu,39000,stationery,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/SlVMWQ==/MDMyMzUxNjQgKDEp.jpg,50,
1478,Thiên Long Bút Gel Xóa Được Điểm 10 TP-GELE01 Mực Tím Vỉ 2 Cái,23200,stationery,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/SlVMWQ==/MDU2ODQ0MjcgKDEp.jpg,64,
1479,Thiên Long Bút Sáp Vặn TCR-C05/DO Hộp 18 Màu,129000,stationery,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/SlVMWQ==/MDQ1ODgyNjkgKDEp.jpg,67,
1480,Thiên Long Bộ Tập Tô Màu Frozen CB-C021/FR,60000,stationery,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/SlVMWQ==/MDQ4NjY5ODUgKDEp.jpg,96,
1481,Thiên Long Bảng Bộ Điểm 10 Babora TP-020,60800,stationery,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/SlVMWQ==/MDYwNjA2MDIgKDEp.jpg,75,
1482,Thiên Long Hộp Bút Doraemon PCA-011/DO,61000,stationery,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/SlVMWQ==/MDMwMjAwMjkgKDEp.jpg,77,
1483,Thiên Long Kéo Học Sinh SC-09/DO,33000,stationery,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/SlVMWQ==/MDM0MjE1MDUgKDEp.jpg,55,
1484,Thiên Long Bộ Tập Tô Màu Princess CB-C020/PR,60000,stationery,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/SlVMWQ==/MDQ4NjY5NzggKDEp.jpg,93,
1485,Casio Máy Tính Học Sinh FX580 VNX Màu Đen,745200,stationery,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/QVVHVVNU/MDQ4OTg0NDMgKDEp.jpg,85,
1486,Thiên Long Bé Làm Quen Toán 3-4 Tuổi TP-LQT01,21000,stationery,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/SlVMWQ==/MDYzMTE2NzQgKDEp.jpg,86,
1487,Thiên Long Bé Làm Quen Toán 4-5 Tuổi TP-LQT02,21000,stationery,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/SlVMWQ==/MDYzMTE2ODEgKDEp.jpg,51,
1488,Thiên Long Luyện Viết Chữ Đẹp Điểm 10 TP-LVCD05 Kiểu Chữ Đứng,26000,stationery,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/SlVMWQ==/MDYzMTE3NjY=.jpg,97,
1489,Thiên Long Tập Tô Nét Điểm 10 TP-TTN01,18000,stationery,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/SlVMWQ==/MDYzMTE3NDIgKDEp.jpg,73,
1490,Thiên Long Bé Làm Quen Chữ Cái 5-6 Tuổi Bộ 2 TP-LQCC06,23000,stationery,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/SlVMWQ==/MDYzMTE2NjcgKDEp.jpg,84,
1491,Thiên Long Bé Làm Quen Toán 5-6 Tuổi TP-LQT03,21000,stationery,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/SlVMWQ==/MDYzMTE2OTggKDEp.jpg,71,
1492,Thiên Long Bé Làm Quen Chữ Cái 5-6 Tuổi Bộ 1 TP-LQCC05,23000,stationery,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/SlVMWQ==/MDYzMTE2NTAgKDEp.jpg,82,
1493,Thiên Long Tập Tô Chữ Điểm 10 TP-TTC05,19000,stationery,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/SlVMWQ==/MDYzMTE3NTkgKDEp.jpg,71,
1494,Thiên Long Kéo Học Sinh Colokit SC-C03,41000,stationery,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/SlVMWQ==/MDYyMDI1NjkgKDEp.jpg,77,
1495,Thiên Long Keo Khô Tím Đổi Màu Trong Suốt G-C008,5900,stationery,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNQ==/SlVMWQ==/MDc3ODc5MzUgKDEp.jpg,84,
1496,TOPVALU Ghim Bấm 32 Tờ Kokuyo Irashiku,219000,stationery,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/QVVHVVNU/MDczMTM1OTIgKDEp.jpg,65,
1497,TOPVALU Bìa Hồ Sơ A4 Irashiku,145000,stationery,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/QVVHVVNU/MDk1MTM5NDUgKDEp.jpg,66,
1498,iRASHIKU Sổ Ghi Chú Gáy Lò Xo A6 Amifa,38200,stationery,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/QVVHVVNU/MDg2ODQzNDkgKDEp.jpg,67,
1499,Thiên Long Bút Chì Màu Hai Đầu Colokit CPC-C034 12 Màu,30000,stationery,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/QVVHVVNU/MDk5ODA1NjMgKDEp.jpg,74,
1500,Thiên Long Bút Chì Màu Hai Đầu Colokit CPC-C035 24 Màu,60000,stationery,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/QVVHVVNU/MDk5ODA1NzAgKDEp.jpg,64,
1501,Lifebuoy Nước Rửa Tay Sữa Dưỡng Ẩm Chăm Sóc Da,45000,health and beauty,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/RkVCUlVBUlk=/MDIyNDY2NzNfMQ==.png,100,
1502,Dove Sữa Tắm Serum Với Pro-Ceramide Sáng Da Rạng Rỡ 500g,115000,health and beauty,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNQ==/T0NUT0JFUg==/R0lGVA==/MDg3ODYwMzY=.png,161,
1503,Clear Dầu Gội Sạch Gàu Hoa Anh Đào Băng Lạnh Thơm Mát,169000,health and beauty,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/RkVCUlVBUlk=/MDE5MjYzMzBfMQ==.png,182,
1504,Dove Kem Xả Phục Hồi Tóc Hư Tổn,166900,health and beauty,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNQ==/U0VQVEVNQkVS/MDI2ODMzODYgKDEp.jpg,120,
1505,Lifebuoy Sữa Tắm Bảo Vệ Vượt Trội 10 Diệt Khuẩn,162000,health and beauty,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/REVDRU1CRVI=/MDIyNDY1MDUgKDEp.png,165,
1506,Dove Sữa Tắm Serum Với Pro-Ceramide Da Đàn Hồi Mọng Nước 500g,115000,health and beauty,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNQ==/T0NUT0JFUg==/R0lGVA==/MDg3ODYwMDU=.png,198,
1507,TRESemmé Kem Ủ Keratin Smooth Vào Nếp Suôn Mượt,175700,health and beauty,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/QVVHVVNU/MDg4OTA4NzAoMSk=.jpg,198,
1508,Lifebuoy Nước Rửa Tay Vitamin Bạc Bảo Vệ Vượt Trội 10,76500,health and beauty,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/SEJDLCBOT05GT09EUywgREFJU08=/VMO6IFF14buzbmg=/MDg0NTIwNTQgKDEp.png,181,
1509,Lifebuoy Nước Rửa Tay Vitamin Chanh Khử Mùi Cho Tay Làm Bếp,76500,health and beauty,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/SEJDLCBOT05GT09EUywgREFJU08=/VMO6IFF14buzbmg=/MDg0NTIwMzAgKDEp.jpg,151,
1510,Closeup Kem Đánh Răng Muối Biển Detox Trắng Răng,54900,health and beauty,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/T0NUT0JFUg==/MDU1NjM5MzcgKDEp.jpg,197,
1511,POND'S Kem Dưỡng Da Ban Đêm Chống Lão Hóa Age Miracle,373000,health and beauty,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/SEJDLCBOT05GT09EUywgREFJU08=/UGh1b25nIEFuaA==/MDY=/MDEwMTQ2ODY=.jpg,176,
1512,P/S Kem Đánh Răng Trắng Răng Muối Hồng & Hoa Cúc,48100,health and beauty,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/T0NUT0JFUg==/MDg0OTg0MDMgKDEp.jpg,103,
1513,Clear Dầu Gội Mát Lạnh Bạc Hà Sạch Gàu,179000,health and beauty,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/SEJDLCBOT05GT09EUywgREFJU08=/VMO6IFF14buzbmg=/MDE5MjYzNDcgKDEp.jpg,121,
1514,P/S Kem Đánh Răng Than Hoạt Tính Bảo Vệ 123,48100,health and beauty,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/T0NUT0JFUg==/MDUxNzAzMzMgKDEp.jpg,121,
1515,TRESemmé Bộ Dầu Gội + Dầu Xả Salon Rebond Ngăn Hư Tổn Gãy Rụng,333800,health and beauty,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/QVVHVVNU/MDkyMjM1NDcoMSk=.jpg,130,
1516,TRESemmé Bộ Dầu Gội + Dầu Xả Keratin Smooth Vào Nếp Suôn Mượt,333800,health and beauty,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/QVVHVVNU/MDkyMjM1NTQoMSk=.jpg,108,
1517,Clear Dầu Gội Mát Lạnh Bạc Hà Sạch Gàu,201200,health and beauty,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/RkVCUlVBUlk=/MDE5MjYzMDlfMQ==.png,196,
1518,Colgate Bộ Đôi Kem Đánh Răng Optic White Plus,97200,health and beauty,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/SEJDLCBOT05GT09EUywgREFJU08=/xJDhu6ljIEFuaA==/VXBsb2FkIDg=/MDg0ODM5MzUgKDEp.jpg,198,
1519,Dove Tẩy Tế Bào Chết Dưỡng Ẩm Toàn Thân Đường Nâu & Hương Dừa,135000,health and beauty,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNQ==/T0NUT0JFUg==/VUxWIFgzIFdBT04=/OTE4NDMwNQ==.jpg,142,
1520,Dove Tẩy Tế Bào Chết Dưỡng Ẩm Toàn Thân Hương Hoa Anh Đào,135000,health and beauty,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNQ==/T0NUT0JFUg==/VUxWIFgzIFdBT04=/OTE4NDI4Mg==.jpg,196,
1521,CLEAR MEN Dầu Gội Sạch Gàu Perfume Deep Ocean,264100,health and beauty,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyMw==/Tk9WRU1CRVI=/MDkyMjM1ODUgKDEp.jpg,192,
1522,"P/S Bộ 5 Bàn Chải Đánh Răng Than Bạc Kháng Khuẩn 99,9%",132500,health and beauty,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/Tk9WRU1CRVI=/MDkwNzIzNjcgKDEp.jpg,142,
1523,Vaseline Sữa Dưỡng Thể SPF24 Chống Nắng & Dưỡng Ẩm,109000,health and beauty,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNQ==/RURMUA==/UTQ=/MDEwMTUyNDk=.jpg,174,
1524,Lifebuoy Sữa Tắm Dưỡng Ẩm Chăm Sóc Da Diệt Khuẩn,162000,health and beauty,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/REVDRU1CRVI=/MDIyNDY0ODIgKDEp.png,189,
1525,Dove Kem Xả Ngăn Gãy Rụng Tóc,166900,health and beauty,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNQ==/U0VQVEVNQkVS/MDk0MTU2MzggKDEp.jpg,183,
1526,Closeup Kem Đánh Răng Khoáng Trắng Tự Nhiên,67700,health and beauty,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/T0NUT0JFUg==/MDk2NTYyODQgKDEp.jpg,196,
1527,TRESemmé Serum Dưỡng Tóc Và Phục Hồi Tóc Bond Repair,224800,health and beauty,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNA==/QVVHVVNU/MDk3NjQxMjUoMSk=.jpg,112,
1528,Pantene Mặt Nạ Ủ Tóc Chuyên Sâu Pantene Miracles 300ml,195000,health and beauty,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNQ==/T0NUT0JFUg==/MTA4NjYxMjIgKDEp.jpg,123,
1529,ON: The Body Sữa Tắm Dưỡng Da Sáng Mịn Radiant Hương Thảo Mộc 1kg,169000,health and beauty,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNQ==/T0NUT0JFUg==/MTA4NzY2OTUgKDEp.jpg,167,
1530,ON: The Body Sữa Tắm Dưỡng Da Sáng Mịn Radiant Hương Hoa Mẫu Đơn Và Xạ Hương 1kg,169000,health and beauty,https://catalog-assets-asia-southeast1.aeon-vn-prod.e.spresso.com/c3RvcmFnZS5nb29nbGVhcGlzLmNvbQ==/YWVvbnZpZXRuYW0tc3ByZXNzby1wdWJsaWM=/MjAyNQ==/T0NUT0JFUg==/MTA4NzY3MDEgKDEp.jpg,151,
